pole_id,latitude,longitude,desc_addr,luminaire,pole_construction,arm_length,pole_use,cmo_obj_id,led_project,led_status,led_type
12M316,37.32563334,-121.8825174,MARGARET ST & S 1ST ST SEC,S-L-135,UNKNOWN,OTHER,UNKNOWN,2778,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M317,37.3258365,-121.8823745,MARGARET ST NS 50' EO S 1ST ST,S-L-90,UNKNOWN,8 FT,ST LIGHT ONLY,2779,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M318,37.32584489,-121.8820213,MARGARET ST SS 150' EO S 1ST ST,S-L-90,STEEL,8 FT,ST LIGHT ONLY,2780,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M319,37.32618729,-121.8813709,MARGARET ST SS 100' EO S 2ND ST,S-L-55,UNKNOWN,OTHER,UNKNOWN,2781,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M320,37.32653363,-121.8809178,MARGARET ST 60,S-L-55,STEEL,OTHER,ST LIGHT ONLY,2782,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M321,37.32687089,-121.8802678,MARGARET ST 130 OPP,S-L-135,UNKNOWN,8 FT,ST LIGHT ONLY,2783,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M324,37.32687184,-121.875882,E VIRGINIA ST NS 100' EO S 6TH ST,S-L-135,STEEL,6 FT,ST LIGHT ONLY,2785,ESCO Section 3,ESCO,EC3-10M-MV-NW-2-GY-700
12M334,37.32597331,-121.8799227,PATTERSON ST & S 3RD ST NEC,S-L-55,STEEL,OTHER,ST LIGHT ONLY,2786,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M335,37.32618704,-121.8794493,PATTERSON ST 125,S-L-135,UNKNOWN,OTHER,UNKNOWN,2787,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M336,37.32637606,-121.8790119,PATTERSON ST 125,S-L-135,STEEL,8 FT,ST LIGHT ONLY,2788,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M337,37.32654256,-121.8784629,PATTERSON ST 179 OPP,S-L-55,UNKNOWN,8 FT,UNKNOWN,2789,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M338,37.3268116,-121.8780909,PATTERSON ST 185,S-L-55,STEEL,OTHER,ST LIGHT ONLY,2790,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M343,37.32499215,-121.8798712,E VIRGINIA ST 91,S4H-100,STEEL,8 FT,ST LIGHT ONLY,2795,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M345,37.32555177,-121.8785263,E VIRGINIA ST 143,S4H-100,STEEL,8 FT,ST LIGHT ONLY,2796,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M346,37.3258196,-121.8777984,E VIRGINIA ST 160,S-L-90,STEEL,OTHER,UNKNOWN,2797,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M347,37.32606314,-121.8775224,E VIRGINIA ST & S 5TH ST NWC,S4H-100,UNKNOWN,OTHER,UNKNOWN,2798,ESCO Section 3,ESCO,EC3-10M-MV-NW-2-GY-700
12M348,37.32617153,-121.876996,E VIRGINIA ST SS 150 EO S 5TH ST,S-L-90,STEEL,OTHER,ST LIGHT ONLY,2799,ESCO Section 3,ESCO,EC3-10M-MV-NW-2-GY-700
12M381,37.33055239,-121.8882039,S MARKET ST WS 150' SO W SAN CARLOS ST,S4H-400,OCT PAINTED,6 FT,ST LIGHT ONLY,2827,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M382,37.33070805,-121.8880117,S MARKET ST 301 OPP,S4H-400,OCT PAINTED,6 FT,ST LIGHT ONLY,2828,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M385,37.33035844,-121.8879666,S MARKET ST WS 230' SO W SAN CARLOS ST,S4H-400,OCT PAINTED,6 FT,ST LIGHT ONLY,2829,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M384,37.33043342,-121.8877156,S MARKET ST 344,S4H-400,OCT PAINTED,OTHER,ST LIGHT ONLY,2830,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M387,37.33015088,-121.8877287,S MARKET ST WS 200' NO W SAN SALVADOR ST,S4H-400,OCT PAINTED,OTHER,ST LIGHT ONLY,2831,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M386,37.33014803,-121.887375,S MARKET ST ES 150' NO W SAN SALVADOR ST,S4H-400,OCT PAINTED,6 FT,ST LIGHT ONLY,2832,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M389,37.32990474,-121.8874143,S MARKET ST WS 170' NO W SAN SALVADOR ST,S4H-400,OCT PAINTED,OTHER,ST LIGHT ONLY,2833,ESCO Section 3,Completed,GCJ1-20G-MV-NW-2-GY-700
12M388,37.3299363,-121.8870921,3RD ST LIGHT NORTH OF SAN SALVADOR EAST SIDE OF MARKET,S-V-400,OCT PAINTED,OTHER,ST LIGHT ONLY,2834,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M393,37.32923151,-121.8866177,S MARKET ST 428 OPP,S4H-310,OCT PAINTED,8 FT,ST LIGHT ONLY,2836,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M394,37.32923464,-121.886203,S MARKET ST 428,S4H-310,OCT PAINTED,8 FT,ST LIGHT ONLY,2837,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M397,37.32871929,-121.8859297,S MARKET ST 477,S4H-310,OCT PAINTED,8 FT,ST LIGHT ONLY,2838,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M398,37.32846791,-121.885658,S MARKET ST 489,S4H-400,OCT PAINTED,8 FT,ST LIGHT ONLY,2839,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M399,37.32821751,-121.8853752,S MARKET ST 505,S4H-400,UNKNOWN,8 FT,ST LIGHT ONLY,2840,Smart Pole Phase 1,Planned,
12M401,37.32799548,-121.8850951,S MARKET ST 523,S4H-400,UNKNOWN,8 FT,ST LIGHT ONLY,2841,Smart Pole Phase 1,Planned,
12M403,37.32775962,-121.8848009,S MARKET ST 533,S4H-400,UNKNOWN,OTHER,ST LIGHT ONLY,2842,Smart Pole Phase 1,Planned,
12M405,37.32752829,-121.884522,S MARKET ST & & PIERCE ST SWC,S4H-400,STEEL,8 FT,ST LIGHT ONLY,2843,Market and Pierce Development,Planned,Leotek EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
12M407,37.32726205,-121.8842246,S MARKET ST 575,S4H-400,UNKNOWN,8 FT,ST LIGHT ONLY,2844,Market and Pierce Development,Planned,Leotek EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
12M432,37.32563476,-121.8820664,S 1ST ST 718 IRO,S-L-55,FIBERGLASS,30 INCHES,ST LIGHT ONLY,2845,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M433,37.3252086,-121.8817514,S 1ST ST 734 IRO,S-L-55,FIBERGLASS,30 INCHES,ST LIGHT ONLY,2846,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M434,37.32487711,-121.881478,S 1ST ST 780 IRO,S-L-55,FIBERGLASS,30 INCHES,ST LIGHT ONLY,2847,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M473,37.3260957,-121.8818085,MARGARET ST & S 2ND ST NWC,S-L-90,STEEL,OTHER,ST LIGHT ONLY,2853,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M474,37.32627075,-121.8816571,S 2ND ST & MARGARET ST NEC,S-L-90,STEEL,8 FT,ST LIGHT ONLY,2854,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M475,37.32600416,-121.8816693,S 2ND ST 706 OPP,S-L-90,UNKNOWN,8 FT,UNKNOWN,2855,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M476,37.32577593,-121.8813725,S 2ND ST 720,S-L-90,UNKNOWN,OTHER,ST LIGHT ONLY,2856,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M477,37.32547106,-121.881283,S 2ND ST 741,S-L-90,UNKNOWN,8 FT,ST LIGHT ONLY,2857,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M478,37.325266,-121.8809304,S 2ND ST 766,S-L-90,UNKNOWN,8 FT,UNKNOWN,2858,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M479,37.3248574,-121.8808425,S 2ND ST 777,S-L-90,STEEL,OTHER,UNKNOWN,2859,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M488,37.32612198,-121.8808888,S 2ND ST 720 IRO,S-L-55,UNKNOWN,30 INCHES,ST LIGHT ONLY,2867,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M489,37.3257319,-121.8805955,S 3RD ST 741 IRO,S-L-55,FIBERGLASS,30 INCHES,ST LIGHT ONLY,2868,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M490,37.32534374,-121.8803252,S 2ND ST 766 IRO,S-L-55,UNKNOWN,30 INCHES,UNKNOWN,2869,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M491,37.32503069,-121.8800853,S 3RD ST 759 IRO,S-L-55,FIBERGLASS,OTHER,ST LIGHT ONLY,2870,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M526,37.32670195,-121.8805693,S 3RD ST & MARGARET ST NEC,S-L-90,STEEL,OTHER,ST LIGHT ONLY,2875,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M527,37.32645597,-121.8806546,S 3RD ST 703,S-L-90,STEEL,OTHER,ST LIGHT ONLY,2876,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M528,37.32631973,-121.8802402,S 3RD ST 728,S-L-90,UNKNOWN,8 FT,ST LIGHT ONLY,2877,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M529,37.32595818,-121.8802097,S 3RD ST 741,S-L-90,UNKNOWN,8 FT,UNKNOWN,2878,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M530,37.32569945,-121.8798051,S 3RD ST 756,S-L-90,UNKNOWN,OTHER,ST LIGHT ONLY,2879,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M531,37.32529801,-121.8797222,S 3RD ST 759,S-L-90,UNKNOWN,OTHER,UNKNOWN,2880,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M532,37.3251945,-121.8794227,S 3RD ST & E VIRGINIA ST NEC,S-L-135,GALVANIZED,10 FT OR 12 FT,UNKNOWN,2881,ESCO Section 3,ESCO,EC3-10M-MV-NW-2-GY-700
12M533,37.32494353,-121.8794764,S 3RD ST 801,S-L-90,UNKNOWN,8 FT,ST LIGHT ONLY,2882,ESCO Section 3,ESCO,EC3-10M-MV-NW-2-GY-700
12M56,37.32496631,-121.8836793,DUANE ST END OF E END,S-L-55,GALVANIZED,8 FT,ST LIGHT ONLY,2887,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M572,37.32711862,-121.8780076,S 5TH ST 750,S-L-55,STEEL,8 FT,UNKNOWN,2888,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M573,37.32655103,-121.8778446,S 5TH ST 770 OPP,S-L-135,STEEL,8 FT,ST LIGHT ONLY,2889,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M574,37.32628172,-121.8773141,S 5TH ST 798,S-L-55,UNKNOWN,OTHER,ST LIGHT ONLY,2890,ESCO Section 3,ESCO,EC3-10M-MV-NW-2-GY-700
12M575,37.32594022,-121.8771355,S 5TH ST ES 50' SO E VIRGINIA ST,S-L-90,STEEL,8 FT,ST LIGHT ONLY,2891,ESCO Section 3,ESCO,EC3-10M-MV-NW-2-GY-700
12M603,37.32616716,-121.8758149,S 6TH ST 840,S-L-55,GALVANIZED,6 FT,ST LIGHT ONLY,2901,ESCO Section 3,ESCO,GCJ1-20G-MV-NW-2-GY-700
12M623,37.3326231,-121.8791795,S 7TH ST 424,S-L-90,STEEL,OTHER,ST LIGHT ONLY,2919,Hot Spots,Planned,Leotek GCJ1-20G-MV-NW-2-GY-700-PCR7-CR-WL @ 580mA
12M624,37.33201944,-121.8789525,S 7TH ST 469,S-L-90,UNKNOWN,OTHER,UNKNOWN,2920,Hot Spots,Planned,Leotek GCJ1-20G-MV-NW-2-GY-700-PCR7-CR-WL @ 580mA
12M625,37.33176486,-121.8785324,S 7TH ST 498,S-L-180,UNKNOWN,8 FT,ST LIGHT & SIGNAL,2921,Hot Spots,Planned,Leotek EC4-14M-MV-NW-3-GY-700-PCR7-CR-WL @ 690mA
12M626,37.33146406,-121.8785515,S 7TH ST & E WILLIAM ST SWC,S-L-180,UNKNOWN,8 FT,UNKNOWN,2922,Hot Spots,Planned,Leotek EC4-14M-MV-NW-3-GY-700-PCR7-CR-WL @ 690mA
12M627,37.33109734,-121.8780362,S 7TH ST 544,S-L-90,STEEL,8 FT,ST LIGHT ONLY,2923,Hot Spots,Planned,Leotek GCJ1-20G-MV-NW-2-GY-700-PCR7-CR-WL @ 580mA
12M628,37.33061361,-121.8779239,S 7TH ST 571,S-L-90,STEEL,OTHER,UNKNOWN,2924,Hot Spots,Planned,Leotek GCJ1-20G-MV-NW-2-GY-700-PCR7-CR-WL @ 580mA
12M629,37.33027867,-121.8774767,S 7TH ST & E REED ST NEC,S-L-135,STEEL,8 FT,ST LIGHT & SIGNAL,2925,Hot Spots,Planned,Leotek EC4-14M-MV-NW-3-GY-700-PCR7-CR-WL @ 690mA
12M630,37.32994428,-121.8774018,S 7TH ST & E REED ST SWC,S-L-135,STEEL,8 FT,ST LIGHT & SIGNAL,2926,Hot Spots,Planned,Leotek EC4-14M-MV-NW-3-GY-700-PCR7-CR-WL @ 690mA
12M631,37.32960511,-121.876947,S 7TH ST 642,S-L-90,STEEL,OTHER,ST LIGHT ONLY,2927,Hot Spots,Planned,Leotek GCJ1-20G-MV-NW-2-GY-700-PCR7-CR-WL @ 580mA
12M632,37.32915077,-121.8768362,S 7TH ST 678 OPP,S-L-90,STEEL,8 FT,ST LIGHT ONLY,2928,Hot Spots,Planned,Leotek GCJ1-20G-MV-NW-2-GY-700-PCR7-CR-WL @ 580mA
12M633,37.32875642,-121.876341,S 7TH ST 698,S-L-90,STEEL,8 FT,UNKNOWN,2929,Hot Spots,Planned,Leotek GCJ1-20G-MV-NW-2-GY-700-PCR7-CR-WL @ 580mA
12M732,37.32672933,-121.8761935,S 6TH ST & E VIRGINA ST NEC,S-L-135,GALVANIZED,OTHER,UNKNOWN,2957,ESCO Section 3,ESCO,EC3-10M-MV-NW-2-GY-700
12M733,37.32832663,-121.8763199,MARGARET WY & S 7TH ST NWC,S4H-250,STEEL,8 FT,ST LIGHT & SIGNAL,2958,Hot Spots,Planned,Leotek EC4-14M-MV-NW-3-GY-700-PCR7-CR-WL @ 690mA
12M734,37.32819148,-121.8761545,S 7TH ST & MARGARET WY SWC,S-H-150,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,2959,Hot Spots,Planned,Leotek EC4-14M-MV-NW-3-GY-700-PCR7-CR-WL @ 690mA
12M738,37.32836362,-121.8759626,S 7TH ST & HWY 280 NB OFF RAMP.,S-H-150,UNKNOWN,10 FT OR 12 FT,ST LIGHT & SIGNAL,2960,Hot Spots,Planned,Leotek EC4-14M-MV-NW-3-GY-700-PCR7-CR-WL @ 690mA
12M767,37.33363221,-121.8857232,S 3RD ST & PASEO DE ANTONIO NEC,S4H-250,STEEL,OTHER,ST LIGHT ONLY,2967,Smart Pole Phase 2,Planned,RFL-241W112LED4K-T-R3M
12M768,37.33356061,-121.8858535,S 3RD ST & PASEO DE ANTONIO NWC,S4H-250,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2968,Smart Pole Phase 2,Planned,RFL-241W112LED4K-T-R3M
12M781,37.32735181,-121.8849783,PIERCE AV SOUTH SIDE 120' WEST OF S. MARKET ST,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,2970,Market and Pierce Development,Planned,
12M805,37.33477044,-121.8879468,E SAN FERNANDO ST & S 2ND ST SEC,S4H-400,STEEL,8 FT,ST LIGHT & SIGNAL,2972,Maintenance,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 700mA
12M851,37.32746188,-121.884635,PIERCE ST SS 50' WO S MARKET ST,S4H-150,UNKNOWN,POST TOP,ST LIGHT ONLY,2973,Market and Pierce Development,Planned,
12M852,37.32720957,-121.8852638,PIERCE ST 64,S4H-150,UNKNOWN,POST TOP,ST LIGHT ONLY,2974,Market and Pierce Development,Planned,
12M878,37.32635261,-121.88481,W REED ST 62 OPP,S4H-250,STEEL,8 FT,ST LIGHT ONLY,2976,Market and Pierce Development,Planned,Leotek EC4-14M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
12M879,37.32664271,-121.8842064,W REED ST 24 OPP,S4H-250,STEEL,OTHER,ST LIGHT ONLY,2977,Market and Pierce Development,Planned,Leotek EC4-14M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
12M880,37.32507809,-121.8792751,E VIRGINIA ST & S 3RD ST SEC,S-L-135,UNKNOWN,OTHER,UNKNOWN,2978,ESCO Section 3,ESCO,EC3-10M-MV-NW-2-GY-700
12M881,37.32504996,-121.8796266,E VIRGINIA ST & S 3RD ST NWC,S-L-135,UNKNOWN,10 FT OR 12 FT,UNKNOWN,2979,ESCO Section 3,ESCO,EC3-10M-MV-NW-2-GY-700
12M885,37.32961139,-121.8870461,S MARKET ST OPP W SAN SALVADOR ST,S4H-400,UNKNOWN,OTHER,ST LIGHT & SIGNAL,2980,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M886,37.32945005,-121.8868145,S MARKET ST OPP W SAN SALVADOR ST,S4H-400,STEEL,13 FT,ST LIGHT & SIGNAL,2981,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M887,37.32974057,-121.8868566,S MARKET ST & W SAN SALVADOR ST NEC,S4H-400,STEEL,OTHER,ST LIGHT & SIGNAL,2982,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12M888,37.32963844,-121.8866432,W SAN SALVADOR ST & S MARKET ST SEC,S4H-400,UNKNOWN,13 FT,ST LIGHT & SIGNAL,2983,Market St Pilot,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @620mA
12MNN20,37.3264906,-121.8845278,W REED ST 44 OPP,S4H-250,STEEL,8 FT,ST LIGHT ONLY,3004,Market and Pierce Development,Planned,Leotek EC4-14M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
12M730,37.32638725,-121.8768093,E VIRGINIA ST NS 100' EO S 5TH ST,S-L-135,GALVANIZED,10 FT OR 12 FT,UNKNOWN,18821,ESCO Section 3,ESCO,EC3-10M-MV-NW-2-GY-700
12M897,37.3276071,-121.8846837,PIERCE AV & MARKET ST NWC,S4H-250,,8 FT,ST LIGHT ONLY,19897,Smart Pole Phase 1,Planned,
12L209,37.33315454,-121.8912159,W SAN FERNANDO ST OPP S SAN PEDRO ST,S4H-400,UNKNOWN,8 FT,ST LIGHT ONLY,22245,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
12L78,37.33344017,-121.8911183,W SAN FERNANDO ST NS 100' WO S SAN PEDRO ST,S4H-400,STEEL,8 FT,ST LIGHT ONLY,22246,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
12L208,37.33267791,-121.8922262,W SAN FERNANDO ST & S ALMADEN BLVD SEC,S4H-400,STEEL,OTHER,ST LIGHT ONLY,22247,Cahil to 10th,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 700mA
12L377,37.33294765,-121.8917026,W SAN FERNANDO ST 17 OPP,S4H-400,STEEL,8 FT,ST LIGHT ONLY,22248,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
12L378,37.33248808,-121.8927451,W SAN FERNANDO ST OPP ALMADEN AVE 100' WO,S4H-400,UNKNOWN,OTHER,ST LIGHT ONLY,22249,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
12L55,37.33277368,-121.892067,W SAN FERNANDO ST OPP S ALMADEN AVE 50' EO,S4H-400,STEEL,8 FT,ST LIGHT ONLY,22250,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
12L56,37.33290646,-121.8921942,W SAN FERNANDO ST NS 100' EO S ALMADEN AVE,S4H-400,STEEL,8 FT,ST LIGHT ONLY,22251,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
12L57,37.33309452,-121.8917934,W SAN FERNANDO ST 17,S4H-400,STEEL,8 FT,ST LIGHT ONLY,22252,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
12L91,37.3327154,-121.8925625,W SAN FERNANDO ST & S ALMADEN BLVD NWC,S4H-400,STEEL,8 FT,ST LIGHT ONLY,22253,Cahil to 10th,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 700mA
12L92,37.33253601,-121.8929737,W SAN FERNANDO ST NS 100' EO S ALMADEN BLVD,S4H-400,STEEL,OTHER,ST LIGHT ONLY,22254,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
12L376,37.33341566,-121.8908405,S MARKET ST & SAN     FERNANDO S/W COR,S4H-250,UNKNOWN,OTHER,ST LIGHT ONLY,22255,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
12L94,37.33287172,-121.8924491,S ALMADEN AVE 96,S4H-250,STEEL,OTHER,ST LIGHT ONLY,22256,Cahil to 10th,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 700mA
12M93,37.3257342,-121.8829569,S 1ST ST WS 30' NO MARGARET ST,S-L-180,,OTHER,ST LIGHT ONLY,22967,EECBG Phase 3,Completed,Leotek GCAD1-80E-MV-NW-2-GY-LUCO-PD-WL @ 520mA
12M 417,37.32524938,-121.8825949,S 1ST ST 718 OPP,S-L-90,,6 FT,ST LIGHT ONLY,22968,EECBG Phase 3,Completed,Leotek GCAD1-80E-MV-NW-2-GY-LUCO-PD-WL @ 520mA
12M416,37.3257627,-121.8827201,S 1ST ST 698,S-L-180,,OTHER,ST LIGHT ONLY,22972,EECBG Phase 3,Completed,Leotek GCAD1-80E-MV-NW-2-GY-LUCO-PD-WL @ 520mA
12M418,37.32525837,-121.8823442,S 1ST ST 718,S-L-90,,6 FT,ST LIGHT ONLY,22973,EECBG Phase 3,Completed,Leotek GCAD1-80E-MV-NW-2-GY-LUCO-PD-WL @ 520mA
12M419,37.32495818,-121.8823591,S 1ST ST 735,S-L-90,,OTHER,ST LIGHT ONLY,22974,EECBG Phase 3,Completed,Leotek GCAD1-80E-MV-NW-2-GY-LUCO-PD-WL @ 520mA
12M420,37.32495007,-121.882112,S 1ST ST 748,S-L-135,,OTHER,ST LIGHT ONLY,22975,EECBG Phase 3,Completed,Leotek GCAD1-80E-MV-NW-2-GY-LUCO-PD-WL @ 520mA
11M1001,37.3362079,-121.8849971,E SAN FERNANDO ST & S 5TH ST SWC,S4H-400,,8 FT,ST LIGHT ONLY,23237,San Fernando 4th and 5th,Completed,EC7-24M-MV-NW-2-GY-LUCO-PD-WL @ 530mA
11M328,37.3361011,-121.8856486,E SAN FERNANDO ST NS 150' EO S 4TH ST,S4H-250,,8 FT,ST LIGHT ONLY,23238,San Fernando 4th and 5th,Completed,EC7-24M-MV-NW-2-GY-LUCO-PD-WL @ 530mA
11M952,37.33624151,-121.8853966,E SAN FERNANDO ST 185,S4H-400,,8 FT,ST LIGHT ONLY,23239,San Fernando 4th and 5th,Completed,EC7-24M-MV-NW-2-GY-LUCO-PD-WL @ 530mA
11M329,37.33635906,-121.8851396,E SAN FERNANDO ST & S 5TH ST NWC,S4H-400,,8 FT,ST LIGHT ONLY,23240,San Fernando 4th and 5th,Completed,EC7-24M-MV-NW-2-GY-LUCO-PD-WL @ 530mA
11M913,37.33602657,-121.8853912,E SAN FERNANDO SS 150' E0 S 4TH ST,S4H-310,,8 FT,ST LIGHT ONLY,23241,San Fernando 4th and 5th,Completed,EC7-24M-MV-NW-2-GY-LUCO-PD-WL @ 530mA
11L11,37.33801051,-121.8868351,E SANTA CLARA ST NS 100' WO N 5TH ST,S4H-250,STEEL,8 FT,ST LIGHT ONLY,24945,City Hall Pilot,Completed,
11L1204,37.33779712,-121.8870127,E SANTA CLARA ST SS 150' EO S 4TH ST,S4H-250,STEEL,8 FT,ST LIGHT ONLY,24946,City Hall Pilot,Completed,
11L1206,37.33792595,-121.8867097,E SANTA CLARA ST SS 200' EO S 4TH ST,S4H-250,STEEL,8 FT,ST LIGHT ONLY,24947,City Hall Pilot,Completed,
11L10,37.33790376,-121.8870518,E SANTA CLARA ST NS 100' EO N 4TH ST,S4H-250,STEEL,8 FT,ST LIGHT ONLY,24948,City Hall Pilot,Completed,
11L1079,37.3345538,-121.8942092,W SANTA CLARA ST 225,S4H-400,STEEL,8 FT,ST LIGHT ONLY,25364,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L1087,37.33466486,-121.893992,W SANTA CLARA ST & N ALMADEN AVE NWC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,25365,Smart Pole Phase 2,Planned,RFL-241W112LED4K-T-R3M
11LNN37,37.33441859,-121.8945398,W SANTA CLARA ST & NOTRE DAME AVE NEC,S4H-400,STEEL,OTHER,ST LIGHT ONLY,25366,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L1089,37.33417566,-121.8944496,W SANTA CLARA ST & S ALMADEN BLVD SEC,S4H-310,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,25367,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L1090,37.33489917,-121.8928664,S SAN PEDRO ST & W SANTA CLARA ST SWC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,25368,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L1091,37.3349169,-121.8929425,W SANTA CLARA ST & S SAN PEDRO ST SWC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,25369,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L1092,37.33511972,-121.8930342,W SANTA CLARA ST & N SAN PEDRO ST NWC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,25370,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L1093,37.33521544,-121.8928471,W SANTA CLARA ST & N SAN PEDRO ST NEC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,25371,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
