pole_id,latitude,longitude,desc_addr,luminaire,pole_construction,arm_length,pole_use,cmo_obj_id,led_project,led_status,led_type
11L12,37.33822046,-121.8865027,E SANTA CLARA ST & N 5TH ST NWC,S4H-250,STEEL,OTHER,ST LIGHT & SIGNAL,25372,BRT,Pending,
11L120,37.33750461,-121.8873972,S 4TH ST & E SANTA CLARA ST SWC,S4H-150,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,25373,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11L148,37.33565836,-121.891418,W SANTA CLARA ST 64,S4H-400,STEEL,OTHER,ST LIGHT ONLY,25374,Smart Pole Phase 2,Planned,RFL-241W112LED4K-T-R3M
11L15,37.33535236,-121.8924443,W SANTA CLARA ST 101,S4H-400,STEEL,8 FT,ST LIGHT ONLY,25375,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L18,37.33702405,-121.8885203,E SANTA CLARA ST & S 3RD ST SWC,S4H-310,STEEL,8 FT,ST LIGHT & SIGNAL,25376,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L19,37.33716345,-121.8882538,E SANTA CLARA ST & S 3RD ST SEC,S4H-310,UNKNOWN,8 FT,ST LIGHT & SIGNAL,25377,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L19Y,37.33726104,-121.8880326,E SANTA CLARA ST 118,S4H-400,STEEL,OTHER,ST LIGHT ONLY,25378,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L195,37.33402714,-121.8953698,W SANTA CLARA ST & N ALMADEN BLVD NEC,S4H-400,UNKNOWN,10 FT OR 12 FT,ST LIGHT & SIGNAL,25379,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11l196,37.33417144,-121.8949918,W SANTA CLARA ST 233,S4H-400,STEEL,8 FT,UNKNOWN,25380,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L197,37.33430131,-121.8947726,W SANTA CLARA ST & NOTRE DAME AVE NWC,S4H-400,UNKNOWN,10 FT OR 12 FT,ST LIGHT & SIGNAL,25381,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L199,37.33387295,-121.8951324,W SANTA CLARA ST & S ALMADEN BLVD SWC ISLAND,S4H-400,UNKNOWN,OTHER,ST LIGHT & SIGNAL,25382,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L20,37.33740452,-121.8877724,E SANTA CLARA ST 136,S4H-400,STEEL,8 FT,ST LIGHT ONLY,25383,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L200,37.33402767,-121.8948194,W SANTA CLARA ST & S ALMADEN BLVD SWC,S4H-400,UNKNOWN,OTHER,ST LIGHT & SIGNAL,25384,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L21,37.33752232,-121.8874803,E SANTA CLARA ST & S 4TH ST SWC,S4H-250,UNKNOWN,OTHER,ST LIGHT & SIGNAL,25385,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11L22,37.33765169,-121.8872091,E SANTA CLARA ST & S 4TH ST SEC,S4H-250,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,25386,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11L227,37.33562885,-121.8920327,N MARKET ST & W SANTA CLARA ST NEC,S4H-200,UNKNOWN,OTHER,ST LIGHT & SIGNAL,25387,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L228,37.33553284,-121.8922516,N MARKET ST & W SANTA CLARA ST NWC,S4H-400,STEEL,8 FT,ST LIGHT & SIGNAL,25388,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L262,37.33735311,-121.8884819,S 3RD ST 10' NO E SANTA CLARA ST,S4H-250,UNKNOWN,8 FT,UNKNOWN,25389,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L263,37.33724915,-121.8886316,S 3RD ST & E SANTA CLARA ST NWC,S4H-400,UNKNOWN,10 FT OR 12 FT,ST LIGHT & SIGNAL,25390,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L31,37.33784307,-121.8874121,N 4TH ST & E SANTA CLARA ST NEC,S4H-150,STEEL,13 FT,ST LIGHT & SIGNAL,25391,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11L312,37.33624667,-121.8901288,E SANTA CLARA ST 30,S4H-310,STEEL,8 FT,UNKNOWN,25392,BRT,Pending,
11L313,37.33638895,-121.8898136,E SANTA CLARA ST 34,S4H-310,STEEL,8 FT,ST LIGHT ONLY,25393,BRT,Pending,
11L314,37.33655916,-121.8899586,E SANTA CLARA ST 31,S4H-400,UNKNOWN,OTHER,ST LIGHT ONLY,25394,BRT,Pending,
11L315,37.33642988,-121.8902575,E SANTA CLARA ST 17,S4H-310,UNKNOWN,OTHER,ST LIGHT ONLY,25395,BRT,Pending,
11L316,37.33677842,-121.8890648,E SANTA CLARA ST 70,S4H-310,UNKNOWN,OTHER,UNKNOWN,25396,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L341,37.3343617,-121.8947452,NOTRE DAME AVE WS 20' NO W SANTA CLARA ST,S4H-400,UNKNOWN,OTHER,ST LIGHT ONLY,25397,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L149,37.3358185,-121.8910645,W SANTA CLARA ST 34,S4H-400,STEEL,8 FT,ST LIGHT ONLY,25398,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L38,37.33547563,-121.8922767,W SANTA CLARA ST & N MARKET ST NWC,S4H-400,STEEL,OTHER,ST LIGHT & SIGNAL,25399,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L39,37.33545391,-121.891825,W SANTA CLARA ST & S MARKET ST SEC,S4H-400,STEEL,OTHER,ST LIGHT & SIGNAL,25400,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L394,37.33700525,-121.8884543,S 3RD ST & E SANTA CLARA ST SWC,S4H-250,UNKNOWN,6 FT,UNKNOWN,25401,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L400,37.33479256,-121.8932081,W SANTA CLARA ST 163 OPP,S4H-400,UNKNOWN,6 FT,ST LIGHT ONLY,25402,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L42,37.33599935,-121.8911863,W SANTA CLARA ST 55A,S4H-400,UNKNOWN,8 FT,UNKNOWN,25403,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L43,37.33583422,-121.8915483,W SANTA CLARA ST 81,S4H-400,STEEL,8 FT,ST LIGHT ONLY,25404,Smart Pole Phase 2,Planned,RFL-241W112LED4K-T-R3M
11L44,37.33564043,-121.8919286,W SANTA CLARA ST NS 20' EO N MARKET ST,S4H-400,UNKNOWN,OTHER,ST LIGHT ONLY,25405,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L48,37.33498055,-121.8933179,W SANTA CLARA ST 169,S4H-400,STEEL,8 FT,UNKNOWN,25406,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L49,37.33477637,-121.8936739,W SANTA CLARA ST & N ALAMADEN AVE NEC,S4H-400,STEEL,8 FT,ST LIGHT ONLY,25407,Smart Pole Phase 2,Planned,RFL-241W112LED4K-T-R3M
11L5,37.33700959,-121.8890039,E SANTA CLARA ST 76 OPP,S4H-400,STEEL,OTHER,UNKNOWN,25408,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L6,37.33716831,-121.8887158,E SANTA CLARA ST 93,S4H-400,STEEL,8 FT,ST LIGHT ONLY,25409,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L60,37.33465475,-121.8934595,W SANTA CLARA ST 198,S4H-400,UNKNOWN,8 FT,UNKNOWN,25410,Smart Pole Phase 2,Planned,RFL-241W112LED4K-T-R3M
11L64,37.33513683,-121.8924812,W SANTA CLARA ST 131 OPP,S4H-400,STEEL,OTHER,UNKNOWN,25411,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L644,37.33835495,-121.8863366,N 5TH ST & E SANTA CLARA ST NEC,S4H-250,STEEL,8 FT,ST LIGHT ONLY,25412,BRT,Pending,
11L65,37.33529414,-121.8921437,W SANTA CLARA ST & S MARKET ST SWC,S4H-400,UNKNOWN,OTHER,ST LIGHT & SIGNAL,25413,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L66,37.33528234,-121.8920798,N MARKET ST & W SANTA CLARA ST SWC,S4H-400,UNKNOWN,10 FT OR 12 FT,ST LIGHT & SIGNAL,25414,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L7,37.33734034,-121.888362,E SANTA CLARA ST & N 3RD ST NEC,S4H-400,STEEL,8 FT,ST LIGHT ONLY,25415,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L724,37.33619785,-121.890768,W SANTA CLARA ST & N 1ST ST NWC,S4H-400,STEEL,8 FT,ST LIGHT & SIGNAL,25416,BRT,Pending,
11L725,37.33602593,-121.8906341,W SANTA CLARA ST & S 1ST ST SWC,S4H-150,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,25417,BRT,Pending,
11L73,37.33540159,-121.8918324,S MARKET ST & W SANTA CLARA ST SEC,S4H-400,STEEL,OTHER,ST LIGHT & SIGNAL,25418,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L746,37.33614824,-121.8903631,W SANTA CLARA ST & S 1ST ST SEC,S4H-150,STEEL,OTHER,ST LIGHT & SIGNAL,25419,BRT,Pending,
11L747,37.33632257,-121.8904988,W SANTA CLARA ST & S 1ST ST NEC,S4H-400,STEEL,8 FT,ST LIGHT & SIGNAL,25420,BRT,Pending,
11L799,37.3366453,-121.8893105,E SANTA CLARA ST & S 2ND ST SEC,S4H-400,STEEL,8 FT,ST LIGHT & SIGNAL,25421,BRT,Pending,
11L8,37.33750533,-121.887995,E SANTA CLARA ST 147,S4H-400,STEEL,8 FT,UNKNOWN,25422,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L9,37.33769254,-121.8876217,E SANTA CLARA ST & N 4TH ST NWC,S4H-250,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,25423,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11LNN38,37.33782988,-121.8873496,E SANTA CLARA ST & N 4TH ST NEC,S4H-250,STEEL,13 FT,ST LIGHT & SIGNAL,25424,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11LNN39,37.33835487,-121.8862254,E SANTA CLARA ST & N 5TH ST NEC,S4H-250,STEEL,8 FT,ST LIGHT & SIGNAL,25425,BRT,Pending,
11M1,37.33849187,-121.8859009,E SANTA CLARA ST 225 E 50' WO,S4H-250,STEEL,8 FT,ST LIGHT ONLY,25426,BRT,Pending,
11M2,37.33863813,-121.8856182,E SANTA CLARA ST 229,S4H-250,STEEL,8 FT,ST LIGHT ONLY,25427,BRT,Pending,
11M259,37.33853612,-121.8852286,S 6TH ST & E SANTA CLARA ST SWC,S4H-250,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,25428,BRT,Pending,
11M390,37.33690163,-121.8887763,E SANTA CLARA ST 82,S4H-400,UNKNOWN,OTHER,ST LIGHT ONLY,25429,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11M391,37.33710342,-121.888267,S 3RD ST & E SANTA CLARA ST SEC,S4H-250,STEEL,OTHER,ST LIGHT ONLY,25430,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11M4,37.33881668,-121.8846539,E SANTA CLARA ST 272,S4H-310,UNKNOWN,8 FT,UNKNOWN,25431,BRT,Pending,
11M6,37.3391709,-121.8844715,E SANTA CLARA ST NS 20' WO N 7TH ST,S4H-150,STEEL,8 FT,ST LIGHT ONLY,25432,BRT,Pending,
11M7,37.33903921,-121.8847674,E SANTA CLARA ST NS 175' EO N 6TH ST,S4H-310,STEEL,8 FT,ST LIGHT ONLY,25433,BRT,Pending,
11L780,37.33650854,-121.8895571,E SANTA CLARA ST & S 2ND ST SWC,S4H-400,STEEL,8 FT,ST LIGHT & SIGNAL,25434,BRT,Pending,
11M779,37.33670306,-121.8897012,E SANTA CLARA ST & N 2ND ST NWC,S4H-400,STEEL,8 FT,ST LIGHT & SIGNAL,25435,BRT,Pending,
11L800,37.33682333,-121.8894521,E SANTA CLARA ST & N 2ND ST NEC,S4H-400,STEEL,8 FT,ST LIGHT & SIGNAL,25436,BRT,Pending,
11MNN8,37.33902802,-121.8842779,E SANTA CLARA ST & S 7TH ST SWC.,S4H-400,STEEL,OTHER,ST LIGHT ONLY,25437,BRT,Pending,
11M89,37.33867052,-121.8850447,E SANTA CLARA ST & S 6TH ST SEC,S4H-400,STEEL,OTHER,ST LIGHT & SIGNAL,25438,BRT,Pending,
11M90,37.33845052,-121.8854918,E SANTA CLARA ST 227 OPP,S4H-250,UNKNOWN,OTHER,ST LIGHT ONLY,25439,BRT,Pending,
11M91,37.33830777,-121.8858004,E SANTA CLARA ST 225 E OPP,S4H-250,STEEL,OTHER,UNKNOWN,25440,BRT,Pending,
11M919,37.33872468,-121.8854029,E SANTA CLARA ST & N 6TH ST NWC,S4H-400,OTHER,OTHER,ST LIGHT & SIGNAL,25441,BRT,Pending,
11M92,37.33814176,-121.8861746,E SANTA CLARA ST & S 5TH ST SEC,S4H-250,UNKNOWN,8 FT,ST LIGHT & SIGNAL,25442,BRT,Pending,
12L198,37.33373866,-121.8951956,S ALAMADEN BLVD WS 25' SO W SANTA CLARA ST,S4H-400,STEEL,8 FT,ST LIGHT ONLY,25443,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11M920,37.33885957,-121.8852547,N 6TH ST & E SANTA CLARA ST NEC,S4H-250,OTHER,OTHER,ST LIGHT & SIGNAL,25444,BRT,Pending,
11M921,37.33885431,-121.8851716,E SANTA CLARA ST & N 6TH ST NEC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,25445,BRT,Pending,
11M922,37.3385494,-121.885291,E SANTA CLARA ST & S 6TH ST SWC,S4H-250,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,25446,BRT,Pending,
11MNN9,37.33808041,-121.8863056,E SANTA CLARA ST & S 5TH ST SWC,S4H-250,STEEL,8 FT,ST LIGHT & SIGNAL,25447,BRT,Pending,
12L115,37.33221467,-121.9003696,AUTUMN ST & W SANTA CLARA ST NWC,S4H-400,UNKNOWN,OTHER,ST LIGHT ONLY,25448,BRT,Pending,
12L116,37.33220672,-121.9001069,S AUTUMN ST & W SANTA CLARA ST NEC,S4H-400,UNKNOWN,13 FT,UNKNOWN,25449,BRT,Pending,
12L117,37.33216272,-121.9000303,W SANTA CLARA ST & S AUTUMN ST NEC,S4H-400,STEEL,OTHER,ST LIGHT ONLY,25450,BRT,Pending,
12L118,37.33186119,-121.9003305,S AUTUMN ST & W SANTA CLARA ST SWC,S4H-400,STEEL,OTHER,UNKNOWN,25451,BRT,Pending,
12L131,37.33211228,-121.9011253,THE ALAMEDA & S MONTGOMERY ST NEC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,25452,BRT,Pending,
12L133,37.33181498,-121.901731,THE ALAMEDA SS 50' WO S MONTGOMERY ST,S4H-400,STEEL,8 FT,ST LIGHT ONLY,25453,BRT,Pending,
12L134,37.33186579,-121.9011038,THE ALAMEDA & S MONTGOMERY ST SEC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,25454,BRT,Pending,
12L155,37.33214702,-121.9004319,W SANTA CLARA ST & S AUTUMNN ST NWC,S4H-400,UNKNOWN,13 FT,ST LIGHT ONLY,25455,BRT,Pending,
12L156,37.33187622,-121.9003967,W SANTA CLARA ST & AUTUMN ST SWC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,25456,BRT,Pending,
12L159,37.33207919,-121.9018101,THE ALAMEDA NS 100' WO S MONTGOMERY ST,S4H-400,STEEL,OTHER,ST LIGHT ONLY,25457,BRT,Pending,
12L160,37.33181699,-121.9020131,THA ALAMEDA & CAHILL ST SEC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,25458,BRT,Pending,
12L194,37.33388329,-121.8956202,W SANTA CLARA ST & N ALMADEN BLVD NWC,S4H-310,UNKNOWN,10 FT OR 12 FT,ST LIGHT & SIGNAL,25459,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L647,37.33423914,-121.894336,W SANTA CLARA ST 225 OPP,S4H-400,STEEL,6 FT,ST LIGHT ONLY,25460,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L73,37.33209459,-121.9014248,THE ALAMEDA & S MONTGOMERY ST NWC,S4H-400,STEEL,OTHER,ST LIGHT ONLY,25461,BRT,Pending,
12L74,37.3318435,-121.9014084,THE ALAMEDA & S MONTGOMERY ST SWC,S4H-400,STEEL,OTHER,UNKNOWN,25462,BRT,Pending,
12L75,37.33344632,-121.8966051,W SANTA CLARA ST NS 30' EO HWY 87 OVERPASS,S4H-310,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,25463,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L76,37.33327901,-121.8963991,W SANTA CLARA ST & HWY 87 NB OFF RAMP SEC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,25464,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L787,37.33355757,-121.8958062,W SANTA CLARA ST 333 OPP,S4H-310,STEEL,8 FT,UNKNOWN,25465,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L788,37.33367329,-121.8955536,W SANTA CLARA ST 333 OPP,S4H-310,STEEL,8 FT,UNKNOWN,25466,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L789,37.33375982,-121.8953793,W SANTA CLARA ST & S ALAMADEN BLVD SWC,S4H-310,STEEL,8 FT,ST LIGHT & SIGNAL,25467,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L833,37.33373956,-121.8958553,W SANTA CLARA ST 333,S4H-310,STEEL,OTHER,UNKNOWN,25468,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L834,37.33364791,-121.8961423,W SANTA CLARA ST 333,S4H-250,STEEL,8 FT,ST LIGHT ONLY,25469,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L835,37.33352026,-121.8964396,W SANTA CLARA ST OPP HWY 87 NB OFF RAMP,S4H-310,UNKNOWN,8 FT,ST LIGHT ONLY,25470,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L898,37.33212329,-121.9007558,THE ALAMEDA NS 100' EO S MONTGOMERY ST,S4H-400,UNKNOWN,OTHER,ST LIGHT ONLY,25471,BRT,Pending,
12L899,37.33210632,-121.9021488,CAHILL ST & THE ALAMEDA NEC,S4H-400,UNKNOWN,8 FT,UNKNOWN,25472,BRT,Pending,
11M17,37.34104067,-121.8805824,E SANTA CLARA ST 471,S-L-135,STEEL,OTHER,UNKNOWN,25473,BRT,Pending,
11M20,37.34151426,-121.8795745,E SANTA CLARA ST 525,S-L-135,UNKNOWN,8 FT,UNKNOWN,25474,BRT,Pending,
11M21,37.34167704,-121.8792487,E SANTA CLARA ST & N 12TH ST NWC,S-L-135,UNKNOWN,OTHER,ST LIGHT ONLY,25475,BRT,Pending,
11M22,37.34179006,-121.8789802,E SANTA CLARA ST & N 12TH ST NEC,S-L-90,UNKNOWN,8 FT,ST LIGHT ONLY,25476,BRT,Pending,
11M23,37.34194327,-121.8786383,E SANTA CLARA ST 576 OPP,S-L-135,STEEL,OTHER,ST LIGHT ONLY,25477,BRT,Pending,
11M24,37.34210197,-121.8783208,E SANTA CLARA ST & N 13TH ST NWC,S-L-180,GALVANIZED,OTHER,UNKNOWN,25478,BRT,Pending,
11M249,37.34134679,-121.8799172,E SANTA CLARA ST & N 11TH ST NEC,S-L-135,STEEL,OTHER,ST LIGHT ONLY,25479,BRT,Pending,
11M25,37.34223643,-121.878123,N 13TH ST & E SANTA CLARA ST NEC,S-L-135,UNKNOWN,8 FT,ST LIGHT ONLY,25480,BRT,Pending,
11M250,37.34116697,-121.8798003,E SANTA CLARA ST & S 11TH ST SEC,S-L-90,GALVANIZED,OTHER,ST LIGHT ONLY,25481,BRT,Pending,
11M251,37.34102478,-121.8800625,E SANTA CLARA ST 478,S-L-135,STEEL,OTHER,ST LIGHT ONLY,25482,BRT,Pending,
11M73,37.34132536,-121.8794586,E SANTA CLARA ST 527 OPP,S-L-135,STEEL,OTHER,ST LIGHT ONLY,25483,BRT,Pending,
11M252,37.34117724,-121.8802483,E SANTA CLARA ST NS 20' WO N 11TH ST,S-L-135,UNKNOWN,OTHER,UNKNOWN,25484,BRT,Pending,
11M253,37.34136764,-121.8799707,N 11TH ST & E SANTA CLARA ST NEC,S-L-90,STEEL,OTHER,ST LIGHT ONLY,25485,BRT,Pending,
11M26,37.34241299,-121.8776435,E SANTA CLARA ST 602 OPP,S-L-135,UNKNOWN,8 FT,UNKNOWN,25486,BRT,Pending,
11M27,37.34257598,-121.8773329,E SANTA CLARA ST & N 14TH ST NWC,S-L-90,UNKNOWN,OTHER,ST LIGHT ONLY,25487,BRT,Pending,
11M28,37.34265094,-121.8770916,E SANTA CLARA ST 652 OPP,S-L-90,STEEL,8 FT,ST LIGHT ONLY,25488,BRT,Pending,
11M29,37.34281703,-121.8767952,E SANTA CLARA ST 678 OPP,S-L-90,STEEL,OTHER,ST LIGHT ONLY,25489,BRT,Pending,
11M63,37.34279623,-121.8762748,E SANTA CLARA ST 696,S-L-90,STEEL,OTHER,ST LIGHT ONLY,25510,BRT,Pending,
11M64,37.34260835,-121.8766791,E SANTA CLARA ST 694,S-L-90,STEEL,8 FT,ST LIGHT ONLY,25511,BRT,Pending,
11M65,37.34250213,-121.8769494,E SANTA CLARA ST 652,S-L-90,STEEL,OTHER,ST LIGHT ONLY,25512,BRT,Pending,
11M66,37.34241264,-121.8771695,E SANTA CLARA ST & S 14TH ST SWC,S-L-90,STEEL,8 FT,UNKNOWN,25513,BRT,Pending,
11M67,37.34223332,-121.8775736,E SANTA CLARA ST 636,S-L-135,UNKNOWN,OTHER,ST LIGHT ONLY,25514,BRT,Pending,
11M68,37.34205394,-121.8779247,E SANTA CLARA ST 602,S-L-135,STEEL,OTHER,ST LIGHT ONLY,25515,BRT,Pending,
11M69,37.34194902,-121.8780798,S 13TH ST & E SANTA CLARA ST SWC,S-L-135,UNKNOWN,10 FT OR 12 FT,UNKNOWN,25516,BRT,Pending,
11M70,37.34177018,-121.8785303,E SANTA CLARA ST 576,S-L-135,UNKNOWN,8 FT,UNKNOWN,25517,BRT,Pending,
11M71,37.34160151,-121.878841,E SANTA CLARA ST 552,S-L-90,STEEL,8 FT,ST LIGHT ONLY,25518,BRT,Pending,
11M72,37.34148668,-121.8791079,E SANTA CLARA ST SS 30' WO S 12TH ST,S-L-135,STEEL,8 FT,ST LIGHT ONLY,25519,BRT,Pending,
12L339,37.33178132,-121.901302,S MONTGOMERY ST WS 25' SO THE ALAMEDA,S4H-400,UNKNOWN,8 FT,ST LIGHT ONLY,25559,BRT,Pending,
11L1094,37.33504666,-121.8926733,SANTA CLARA ST & SAN PEDRO ST SEC,S4H-400,,OTHER,ST LIGHT & SIGNAL,25560,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12LNN,37.33410494,-121.8945291,ALMADEN BL & SANTA CLARA SEC,S4H-400,,OTHER,,25561,Smart Pole Phase 2,Planned,
11LNN40,37.33443598,-121.8939498,SANTA CLARA ST & ALMADEN AV SWC,S4H-400,,OTHER,,25562,Smart Pole Phase 2,Planned,RFL-241W112LED4K-T-R3M
12L188Y,37.33178474,-121.9022663,CAHILL ST WS 50' SO THE ALAMEDA,S4H-310,ALUMINUM,OTHER,ST LIGHT ONLY,25563,BRT,Pending,
12L452,37.33203804,-121.902363,THE ALAMEDA & CAHILL ST NWC,S4H-400,UNKNOWN,OTHER,ST LIGHT ONLY,25564,BRT,Pending,
12L72,37.33183093,-121.9023353,THE ALAMEDA & CAHILL ST SWC,S4H-400,UNKNOWN,OTHER,ST LIGHT ONLY,25565,BRT,Pending,
11L1088,37.33443415,-121.8946025,NOTRE DAME AVE ES 20'NO W SANTA CLARA ST,S4H-100,UNKNOWN,OTHER,ST LIGHT & SIGNAL,25570,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L153,37.33186205,-121.9000349,W SANTA CLARA ST & S AUTUMN ST SEC,S4H-400,STEEL,13 FT,UNKNOWN,25571,BRT,Pending,
12L786,37.33341519,-121.8961266,W SANTA CLARA ST 333 OPP,S4H-400,UNKNOWN,OTHER,ST LIGHT ONLY,25572,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11KNN68,37.33797965,-121.9029996,NEW AUTUMN ST,,,,,25597,Autumn St Extension,Planned (Funded),
11KNN69,37.33807754,-121.9028294,NEW AUTUMN ST,,,,,25598,Autumn St Extension,Planned (Funded),
11KNN70,37.33772154,-121.9028217,NEW AUTUMN ST,,,,,25599,Autumn St Extension,Planned (Funded),
11KNN71,37.33782133,-121.9026536,NEW AUTUMN ST,,,,,25600,Autumn St Extension,Planned (Funded),
11LNN41,37.33756497,-121.9024349,NEW AUTUMN ST,,,,,25601,Autumn St Extension,Planned (Funded),
11LNN42,37.33733049,-121.9025073,NEW AUTUMN ST,,,,,25602,Autumn St Extension,Planned (Funded),
11LNN43,37.33711917,-121.9022784,NEW AUTUMN ST,,,,,25603,Autumn St Extension,Planned (Funded),
11LNN44,37.33683327,-121.9019615,NEW AUTUMN ST,,,,,25604,Autumn St Extension,Planned (Funded),
11LNN45,37.33729546,-121.9022006,NEW AUTUMN ST,,,,,25605,Autumn St Extension,Planned (Funded),
11LNN46,37.33632039,-121.9013894,NEW AUTUMN ST,,,,,25606,Autumn St Extension,Planned (Funded),
11LNN47,37.33641755,-121.9012442,NEW AUTUMN ST,,,,,25607,Autumn St Extension,Planned (Funded),
11LNN48,37.33670859,-121.901554,NEW AUTUMN ST,,,,,25608,Autumn St Extension,Planned (Funded),
11LNN49,37.3366061,-121.9017019,NEW AUTUMN ST,,,,,25609,Autumn St Extension,Planned (Funded),
11LNN50,37.33700061,-121.9018865,NEW AUTUMN ST,,,,,25610,Autumn St Extension,Planned (Funded),
11LNN51,37.33614022,-121.9012408,NEW AUTUMN ST,,,,,25611,Autumn St Extension,Planned (Funded),
11LNN52,37.3360666,-121.9012691,NEW AUTUMN ST,,,,,25612,Autumn St Extension,Planned (Funded),
11LNN53,37.33613843,-121.9009664,NEW AUTUMN ST,,,,,25613,Autumn St Extension,Planned (Funded),
11L916,37.33498691,-121.8875333,E SAN FERNANDO ST 69 OPP,S4H-310,STEEL,6 FT,ST LIGHT ONLY,25690,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
11L917,37.33493337,-121.8876755,E SAN FERNANDO ST 78,S4H-310,STEEL,6 FT,ST LIGHT ONLY,25691,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
11L915,37.33507805,-121.8873671,E SAN FERNANDO ST 82,S4H-310,STEEL,6 FT,ST LIGHT ONLY,25692,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
12LNN44,37.33009917,-121.9010348,S MONTGOMERY ST 6,S4H-250,STANDARD WOOD,8 FT,ST LIGHT ONLY,25693,Smart Pole,Planned,
